3456, KE
0.000000000000000000e+00 1.151685996811368988e-06 0.000000000000000000e+00 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 4.761904761904761901e-04 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 9.523809523809523801e-04 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 1.428571428571428570e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 1.904761904761904760e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 2.380952380952381167e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 2.857142857142857140e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 3.333333333333333114e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 3.809523809523809521e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 4.285714285714285927e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 4.761904761904762334e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 5.238095238095237874e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 5.714285714285714281e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 6.190476190476190688e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
0.000000000000000000e+00 1.151685996811368988e-06 6.666666666666666227e-03 7.812499999999999349e-04 4.485353142416398375e-02 8.628391380414484302e+05
